"city","year","sport","discipline","athlete","noc","gender","event","event_gender","medal","ioc","country"
"Antwerp",1920,"Gymnastics","Artistic G.","ERSTAD, Jacob","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","FAERSTAD, Harald Oliver","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","HELGESEN, Hermann Aldryk","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","HOL, Peter","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","JOHANNESEN, Otto","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","JOHANSEN, John Anker","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","KRISTOFFERSON, Torbjörn","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","NIELSEN, Henrik","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","OPDAHL, Jacob","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","RYDSTRÖM, Arthur Nicolai","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","SAELEN, Frithjof","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","SKJAERPE, Björn","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","STEFFENSEN, Wilhelm Marius Bakke","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","SUNDAL, Olav","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","TÖNSBERG, Reidar","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Gymnastics","Artistic G.","WIGAND-LARSEN, Lauritz","NOR","Men","team, free system","M","Silver","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","ELLINGSEN, Haakon","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","HAGEN, Thoralf","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","MICHELSEN, Thore","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","MORTENSEN, Arne","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","NAG, Karl","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","NAG, Theodor","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","NILSEN, Adolf","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","OLSEN, Conrad","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","TOLLEFSEN, Tollef","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","GULBRANDSEN, Per","NOR","Men","four-oared shell with coxswain (4-)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","HAGEN, Thoralf","NOR","Men","four-oared shell with coxswain (4-)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","KLEM, Theodor","NOR","Men","four-oared shell with coxswain (4-)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","LARSEN, Henry","NOR","Men","four-oared shell with coxswain (4-)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Rowing","Rowing","VAR, Birger","NOR","Men","four-oared shell with coxswain (4-)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","HERSETH, Erik Johan","NOR","Men","10m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","HOLTER, Sigurd","NOR","Men","10m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","JAMVOLD, Gunnar","NOR","Men","10m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","JAMVOLD, Petter","NOR","Men","10m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","JUELL, Claus","NOR","Men","10m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","NIELSEN, Ingar","NOR","Men","10m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","SÖRENSEN, Ole","NOR","Men","10m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","ARENTZ, Charles Archer","NOR","Men","10m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","FALKENBERG, Otto Gabriel Grubbe","NOR","Men","10m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","GILBERT, Willy","NOR","Men","10m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","GJERTSEN, Robert","NOR","Men","10m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","SCHJÖTT, Halfdan","NOR","Men","10m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","SCHJÖTT, Trygve","NOR","Men","10m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","SEJERSTED, Arne","NOR","Men","10m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","BIRKELAND, Halvor","NOR","Men","12m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","BIRKELAND, Rasmus","NOR","Men","12m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","CHRISTIANSEN, Lauritz","NOR","Men","12m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","MÖGSTER, Halvor Olai","NOR","Men","12m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","NAESS, Hans Henrik Stoermann","NOR","Men","12m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","ÖSTERVOLD, Henrik","NOR","Men","12m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","ÖSTERVOLD, Jan Olsen","NOR","Men","12m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","ÖSTERVOLD, Kristian Olsen","NOR","Men","12m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","ÖSTERVOLD, Ole Olsen","NOR","Men","12m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","ALLERS, Arthur","NOR","Men","12m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","BORTHEN, Martin","NOR","Men","12m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","FRIELE, Johan Mohr","NOR","Men","12m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","HASSEL, Kaspar Fredrik","NOR","Men","12m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","ÖRVIG, Erik","NOR","Men","12m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","ÖRVIG, Olav","NOR","Men","12m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","ÖRVIG, Thor","NOR","Men","12m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","REIMERS, Egill","NOR","Men","12m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","WIESE, Christen","NOR","Men","12m (rating 1919)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","AGERSBORG, Henrik","NOR","Men","6m (rating 1907)","X","Bronze","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","BERNSTEN, Einar","NOR","Men","6m (rating 1907)","X","Bronze","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","PEDERSEN, Trygve","NOR","Men","6m (rating 1907)","X","Bronze","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","ERICHSEN, Leif","NOR","Men","6m (rating 1907)","X","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","KNUDSEN, Andreas Annan","NOR","Men","6m (rating 1907)","X","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","TORGENSEN, Einar","NOR","Men","6m (rating 1907)","X","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","BRECKE, Andreas Bang","NOR","Men","6m (rating 1919)","M","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","KAASEN, Paal","NOR","Men","6m (rating 1919)","M","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","RÖD, Ingolf","NOR","Men","6m (rating 1919)","M","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","ABEL, Sten","NOR","Men","7m","X","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","DICK, Christian","NOR","Men","7m","X","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","FAYE, Johann","NOR","Men","7m","X","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","NIELSEN, Niels","NOR","Men","7m","X","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","HOLBYE, Thorleif","NOR","Men","8m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","JACOBSEN, Alf Kristian Bruun","NOR","Men","8m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","OLSEN, Kristoffer","NOR","Men","8m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","RINGVOLD, Carl August","NOR","Men","8m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","WAGLE, Tellef","NOR","Men","8m (rating 1907)","X","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","ABEL, Sten","NOR","Men","8m (rating 1907)","X","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","DICK, Christian","NOR","Men","8m (rating 1907)","X","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","FAYE, Johann","NOR","Men","8m (rating 1907)","X","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","NIELSEN, Niels","NOR","Men","8m (rating 1907)","X","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","CHRISTOFFERSEN, Thorleif","NOR","Men","8m (rating 1919)","M","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","KONOW, Magnus","NOR","Men","8m (rating 1919)","M","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","MARTHINIUSSEN, Reidar","NOR","Men","8m (rating 1919)","M","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","VIK, Ragnar Magne","NOR","Men","8m (rating 1919)","M","Gold","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","SALVESEN, Jens","NOR","Men","8m (rating 1919)","M","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","SCHIANDER, Finn","NOR","Men","8m (rating 1919)","M","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","SCHMIDT, Lauritz Thure Thrap","NOR","Men","8m (rating 1919)","M","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","THOMAS, Nils","NOR","Men","8m (rating 1919)","M","Silver","NOR","Norway"
"Antwerp",1920,"Sailing","Sailing","TSCHUDI, Ralph","NOR","Men","8m (rating 1919)","M","Silver","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","LIBERG, Einar","NOR","Men","100m running deer, double shots","M","Bronze","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","LILLOE-OLSEN, Ole Andreas","NOR","Men","100m running deer, double shots","M","Gold","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","JOHANSEN, Thorstein Arthur","NOR","Men","100m running deer, double shots, team","M","Gold","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","LIBERG, Einar","NOR","Men","100m running deer, double shots, team","M","Gold","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","LILLOE-OLSEN, Ole Andreas","NOR","Men","100m running deer, double shots, team","M","Gold","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","NATVIG, Harald","NOR","Men","100m running deer, double shots, team","M","Gold","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","NORDVIK, Hans","NOR","Men","100m running deer, double shots, team","M","Gold","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","NATVIG, Harald","NOR","Men","100m running deer, single shots","M","Bronze","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","OLSEN, Otto M.","NOR","Men","100m running deer, single shots","M","Gold","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","LIBERG, Einar","NOR","Men","100m running deer, single shots, team","M","Gold","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","LILLOE-OLSEN, Ole Andreas","NOR","Men","100m running deer, single shots, team","M","Gold","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","NATVIG, Harald","NOR","Men","100m running deer, single shots, team","M","Gold","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","NORDVIK, Hans","NOR","Men","100m running deer, single shots, team","M","Gold","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","OLSEN, Otto M.","NOR","Men","100m running deer, single shots, team","M","Gold","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","HELGERUD, Albert","NOR","Men","300+600m free rifle, team, prone","M","Silver","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","OLSEN, Otto M.","NOR","Men","300+600m free rifle, team, prone","M","Silver","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","ONSRUD, Jacob","NOR","Men","300+600m free rifle, team, prone","M","Silver","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","ÖSTENSEN, Östen","NOR","Men","300+600m free rifle, team, prone","M","Silver","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","SLETTEN, Olaf","NOR","Men","300+600m free rifle, team, prone","M","Silver","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","ÖSTENSEN, Östen","NOR","Men","300m free rifle 3 positions (3x40 shots)","M","Bronze","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","HELGERUD, Albert","NOR","Men","50m small bore rifle, team","M","Bronze","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","JOHANSEN, Sigvart","NOR","Men","50m small bore rifle, team","M","Bronze","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","OLSEN, Anton  Wilhelm","NOR","Men","50m small bore rifle, team","M","Bronze","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","ÖSTENSEN, Östen","NOR","Men","50m small bore rifle, team","M","Bronze","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","SLETTEN, Olaf","NOR","Men","50m small bore rifle, team","M","Bronze","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","OLSEN, Otto M.","NOR","Men","army rifle, 300m, prone","M","Gold","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","LARSEN, Ludvig","NOR","Men","free rifle, team","M","Silver","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","NATVIG, Harald","NOR","Men","free rifle, team","M","Silver","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","OLSEN, Otto M.","NOR","Men","free rifle, team","M","Silver","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","ÖSTENSEN, Östen","NOR","Men","free rifle, team","M","Silver","NOR","Norway"
"Antwerp",1920,"Shooting","Shooting","SLETTEN, Olaf","NOR","Men","free rifle, team","M","Silver","NOR","Norway"
"Antwerp",1920,"Skating","Figure skating","STIXRUD, Martin","NOR","Men","individual","M","Bronze","NOR","Norway"
"Antwerp",1920,"Skating","Figure skating","KROGH, Andreas","NOR","Men","individual","M","Silver","NOR","Norway"
"Antwerp",1920,"Skating","Figure skating","BRYN, Yngvar","NOR","Men","pairs","X","Silver","NOR","Norway"
"Antwerp",1920,"Skating","Figure skating","BRYN, Alexia","NOR","Women","pairs","X","Silver","NOR","Norway"
"Antwerp",1920,"Wrestling","Wrestling Gre-R","ANDERSEN, Frithjof","NOR","Men","60 - 67.5kg (lightweight)","M","Bronze","NOR","Norway"
"Paris",1924,"Athletics","Athletics","HANSEN, Sverre","NOR","Men","long jump","M","Bronze","NOR","Norway"
"Paris",1924,"Boxing","Boxing","VON PORAT, Otto","NOR","Men","+ 79.38kg (heavyweight)","M","Gold","NOR","Norway"
"Paris",1924,"Boxing","Boxing","SÖRSDAL, Sverre","NOR","Men","72.57 - 79.38kg (light-heavyweight)","M","Bronze","NOR","Norway"
"Paris",1924,"Sailing","Sailing","DAHL, Christopher Johan","NOR","Men","6m","X","Gold","NOR","Norway"
"Paris",1924,"Sailing","Sailing","LUNDE, Eugen Peder","NOR","Men","6m","X","Gold","NOR","Norway"
"Paris",1924,"Sailing","Sailing","LUNDGREN, Anders","NOR","Men","6m","X","Gold","NOR","Norway"
"Paris",1924,"Sailing","Sailing","BOCKELIE, Rick Marlow","NOR","Men","8m","X","Gold","NOR","Norway"
"Paris",1924,"Sailing","Sailing","HAGEN, Harald","NOR","Men","8m","X","Gold","NOR","Norway"
"Paris",1924,"Sailing","Sailing","NIELSEN, Ingar","NOR","Men","8m","X","Gold","NOR","Norway"
"Paris",1924,"Sailing","Sailing","RINGVOLD, Carl August","NOR","Men","8m","X","Gold","NOR","Norway"
"Paris",1924,"Sailing","Sailing","RINGVOLD, Carl August Jr.","NOR","Men","8m","X","Gold","NOR","Norway"
"Paris",1924,"Sailing","Sailing","ROBERT, Henrik","NOR","Men","olympic class monotype","X","Silver","NOR","Norway"
"Paris",1924,"Shooting","Shooting","LILLOE-OLSEN, Ole Andreas","NOR","Men","100m running deer, double shots","M","Gold","NOR","Norway"
"Paris",1924,"Shooting","Shooting","LIBERG, Einar","NOR","Men","100m running deer, double shots, team","M","Silver","NOR","Norway"
"Paris",1924,"Shooting","Shooting","LILLOE-OLSEN, Ole Andreas","NOR","Men","100m running deer, double shots, team","M","Silver","NOR","Norway"
"Paris",1924,"Shooting","Shooting","NATVIG, Harald","NOR","Men","100m running deer, double shots, team","M","Silver","NOR","Norway"
"Paris",1924,"Shooting","Shooting","NORDVIK, Hans","NOR","Men","100m running deer, double shots, team","M","Silver","NOR","Norway"
"Paris",1924,"Shooting","Shooting","OLSEN, Otto M.","NOR","Men","100m running deer, double shots, team","M","Silver","NOR","Norway"
"Paris",1924,"Shooting","Shooting","WESMANN-KJAER, Oluf","NOR","Men","100m running deer, double shots, team","M","Silver","NOR","Norway"
"Paris",1924,"Shooting","Shooting","OLSEN, Otto M.","NOR","Men","100m running deer, single shots","M","Bronze","NOR","Norway"
"Paris",1924,"Shooting","Shooting","LIBERG, Einar","NOR","Men","100m running deer, single shots, team","M","Gold","NOR","Norway"
"Paris",1924,"Shooting","Shooting","LILLOE-OLSEN, Ole Andreas","NOR","Men","100m running deer, single shots, team","M","Gold","NOR","Norway"
"Paris",1924,"Shooting","Shooting","NATVIG, Harald","NOR","Men","100m running deer, single shots, team","M","Gold","NOR","Norway"
"Paris",1924,"Shooting","Shooting","NORDVIK, Hans","NOR","Men","100m running deer, single shots, team","M","Gold","NOR","Norway"
"Paris",1924,"Shooting","Shooting","OLSEN, Otto M.","NOR","Men","100m running deer, single shots, team","M","Gold","NOR","Norway"
"Paris",1924,"Shooting","Shooting","WESMANN-KJAER, Oluf","NOR","Men","100m running deer, single shots, team","M","Gold","NOR","Norway"
"Amsterdam",1928,"Athletics","Athletics","SUNDE, Olav","NOR","Men","javelin throw","M","Bronze","NOR","Norway"
"Amsterdam",1928,"Equestrian","Eventing","JOHANSEN, Wilhelm Eugen","NOR","Men","team","X","Silver","NOR","Norway"
"Amsterdam",1928,"Equestrian","Eventing","ORDING, Bjart","NOR","Men","team","X","Silver","NOR","Norway"
"Amsterdam",1928,"Equestrian","Eventing","QVIST, Arthur","NOR","Men","team","X","Silver","NOR","Norway"
"Amsterdam",1928,"Sailing","Sailing","ROBERT, Henrik","NOR","Men","12 foot dinghy individual","X","Silver","NOR","Norway"
"Amsterdam",1928,"Sailing","Sailing","ANKER, E.","NOR","Men","6m","X","Gold","NOR","Norway"
"Amsterdam",1928,"Sailing","Sailing","ANKER, Johan August","NOR","Men","6m","X","Gold","NOR","Norway"
"Amsterdam",1928,"Sailing","Sailing","BRYHN, H.P.","NOR","Men","6m","X","Gold","NOR","Norway"
"Amsterdam",1928,"Sailing","Sailing","CROWN PRINCE OLAV, H.R.H.","NOR","Men","6m","X","Gold","NOR","Norway"
"Berlin",1936,"Boxing","Boxing","NILSEN, Erling","NOR","Men","+ 79.38kg (heavyweight)","M","Bronze","NOR","Norway"
"Berlin",1936,"Boxing","Boxing","TILLER, Henry","NOR","Men","66.68 - 72.57kg (middleweight)","M","Silver","NOR","Norway"
"Berlin",1936,"Football","Football","BRUSTAD, Arne","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Football","Football","ERIKSEN, Nils","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Football","Football","FRANTZEN, Odd","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Football","Football","HANSEN, Sverre","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Football","Football","HOLMBERG, Rolf","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Football","Football","HOLMSEN, Oivind","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Football","Football","HORN, Fredrik","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Football","Football","ISAKSEN, Magnar","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Football","Football","JOHANSEN, Henry","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Football","Football","JUVE, Jorgen","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Football","Football","KVAMMEN, Reidar Osvald","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Football","Football","MARTINSEN, Alf","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Football","Football","MONSEN, Magdalon Johannes","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Football","Football","ULLEBERG, Frithjof","NOR","Men","football","M","Bronze","NOR","Norway"
"Berlin",1936,"Sailing","Sailing","KONOW, Karsten Magnus","NOR","Men","6m","X","Silver","NOR","Norway"
"Berlin",1936,"Sailing","Sailing","KONOW, Magnus","NOR","Men","6m","X","Silver","NOR","Norway"
"Berlin",1936,"Sailing","Sailing","MEYER, Fredrik","NOR","Men","6m","X","Silver","NOR","Norway"
"Berlin",1936,"Sailing","Sailing","NYQVIST, Vaadjuv Dag","NOR","Men","6m","X","Silver","NOR","Norway"
"Berlin",1936,"Sailing","Sailing","TVETEN, Alf Christian","NOR","Men","6m","X","Silver","NOR","Norway"
"Berlin",1936,"Sailing","Sailing","DITLEV-SIMONSEN, John Peder","NOR","Men","8m","X","Silver","NOR","Norway"
"Berlin",1936,"Sailing","Sailing","DITLEV-SIMONSEN, Olaf Christian Jr.","NOR","Men","8m","X","Silver","NOR","Norway"
"Berlin",1936,"Sailing","Sailing","SCHMIDT, Lauritz Thure Thrap","NOR","Men","8m","X","Silver","NOR","Norway"
"Berlin",1936,"Sailing","Sailing","STRUKSNAS, Hans Soelberg","NOR","Men","8m","X","Silver","NOR","Norway"
"Berlin",1936,"Sailing","Sailing","THAMS, Jacob Tullin","NOR","Men","8m","X","Silver","NOR","Norway"
"Berlin",1936,"Sailing","Sailing","WALLEM, Nordahl E.","NOR","Men","8m","X","Silver","NOR","Norway"
"Berlin",1936,"Shooting","Shooting","RÖGEBERG, Willy","NOR","Men","50m rifle prone (60 shots)","M","Gold","NOR","Norway"
"London",1948,"Athletics","Athletics","PAULSON, Bjorn Andreas","NOR","Men","high jump","M","Silver","NOR","Norway"
"London",1948,"Canoe / Kayak","Canoe / Kayak F","SKABO, Eivind","NOR","Men","K-1 10000m","M","Bronze","NOR","Norway"
"London",1948,"Canoe / Kayak","Canoe / Kayak F","MATHISEN, Ivar","NOR","Men","K-2 10000m","M","Silver","NOR","Norway"
"London",1948,"Canoe / Kayak","Canoe / Kayak F","OSTBYE, Knut","NOR","Men","K-2 10000m","M","Silver","NOR","Norway"
"London",1948,"Rowing","Rowing","GRAN OLSEN/GRANGARD, Halfdan","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"London",1948,"Rowing","Rowing","HANSEN, Hans Egil","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"London",1948,"Rowing","Rowing","KRAAKENES, Harald","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"London",1948,"Rowing","Rowing","KRAAKENES, Thorstein","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"London",1948,"Rowing","Rowing","LEPSOË, Kristoffer","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"London",1948,"Rowing","Rowing","MONSSEN, Carl Henrik","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"London",1948,"Rowing","Rowing","MONSSEN, Sigurd","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"London",1948,"Rowing","Rowing","NAESS, Leif","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"London",1948,"Rowing","Rowing","PEDERSEN, Thor","NOR","Men","eight with coxswain (8+)","M","Bronze","NOR","Norway"
"London",1948,"Sailing","Sailing","BARFOD, Haakon","NOR","Men","dragon","X","Gold","NOR","Norway"
"London",1948,"Sailing","Sailing","LIE, Sigve","NOR","Men","dragon","X","Gold","NOR","Norway"
"London",1948,"Sailing","Sailing","THORVALDSEN, Thor","NOR","Men","dragon","X","Gold","NOR","Norway"
"London",1948,"Shooting","Shooting","RÖGEBERG, Willy","NOR","Men","300m free rifle 3 positions (3x40 shots)","M","Bronze","NOR","Norway"
"London",1948,"Wrestling","Wrestling Gre-R","ERIKSEN, Aage Ingvar","NOR","Men","61 - 67kg (lightweight)","M","Silver","NOR","Norway"
"Helsinki",1952,"Sailing","Sailing","FALKUM-HANSEN, Börre","NOR","Men","5.5m","X","Silver","NOR","Norway"
"Helsinki",1952,"Sailing","Sailing","LUNDE, Peder Eugen","NOR","Men","5.5m","X","Silver","NOR","Norway"
"Helsinki",1952,"Sailing","Sailing","LUNDE, Vibeke","NOR","Women","5.5m","X","Silver","NOR","Norway"
"Helsinki",1952,"Sailing","Sailing","ARNEBERG, Tor Birger","NOR","Men","6m","X","Silver","NOR","Norway"
"Helsinki",1952,"Sailing","Sailing","FERNER, Finn Christian","NOR","Men","6m","X","Silver","NOR","Norway"
"Helsinki",1952,"Sailing","Sailing","FERNER, Johan Martin","NOR","Men","6m","X","Silver","NOR","Norway"
