"city","year","sport","discipline","athlete","noc","gender","event","event_gender","medal","ioc","country"
"Helsinki",1952,"Sailing","Sailing","HEIBERG, Erik Oscar","NOR","Men","6m","X","Silver","NOR","Norway"
"Helsinki",1952,"Sailing","Sailing","MORTENSEN, Carl Lauritz","NOR","Men","6m","X","Silver","NOR","Norway"
"Helsinki",1952,"Sailing","Sailing","BARFOD, Haakon","NOR","Men","dragon","X","Gold","NOR","Norway"
"Helsinki",1952,"Sailing","Sailing","LIE, Sigve","NOR","Men","dragon","X","Gold","NOR","Norway"
"Helsinki",1952,"Sailing","Sailing","THORVALDSEN, Thor","NOR","Men","dragon","X","Gold","NOR","Norway"
"Helsinki",1952,"Shooting","Shooting","LARSEN, John Harry","NOR","Men","100m running deer, single/double shots","M","Gold","NOR","Norway"
"Helsinki",1952,"Shooting","Shooting","KONGSHAUG, Erling Asbjörn","NOR","Men","50m rifle 3 positions (3x40 shots)","M","Gold","NOR","Norway"
"Melbourne / Stockholm",1956,"Athletics","Athletics","LARSEN, Ernst","NOR","Men","3000m steeplechase","M","Bronze","NOR","Norway"
"Melbourne / Stockholm",1956,"Athletics","Athletics","BOYSEN, Audun","NOR","Men","800m","M","Bronze","NOR","Norway"
"Melbourne / Stockholm",1956,"Athletics","Athletics","DANIELSEN, Egil","NOR","Men","javelin throw","M","Gold","NOR","Norway"
"Rome",1960,"Sailing","Sailing","BERGVALL, Bjorn","NOR","Men","flying dutchman","X","Gold","NOR","Norway"
"Rome",1960,"Sailing","Sailing","LUNDE, Peder Jr.","NOR","Men","flying dutchman","X","Gold","NOR","Norway"
"Mexico",1968,"Canoe / Kayak","Canoe / Kayak F","AMUNDSEN, Steinar","NOR","Men","K-4 1000m (kayak four)","M","Gold","NOR","Norway"
"Mexico",1968,"Canoe / Kayak","Canoe / Kayak F","BERGER, Tore","NOR","Men","K-4 1000m (kayak four)","M","Gold","NOR","Norway"
"Mexico",1968,"Canoe / Kayak","Canoe / Kayak F","JOHANSEN, Jan","NOR","Men","K-4 1000m (kayak four)","M","Gold","NOR","Norway"
"Mexico",1968,"Canoe / Kayak","Canoe / Kayak F","SÖBY, Egil Wike","NOR","Men","K-4 1000m (kayak four)","M","Gold","NOR","Norway"
"Mexico",1968,"Sailing","Sailing","LUNDE, Peder Jr.","NOR","Men","two-person keelboat open (Star)","X","Silver","NOR","Norway"
"Mexico",1968,"Sailing","Sailing","WIKEN, Per Olav","NOR","Men","two-person keelboat open (Star)","X","Silver","NOR","Norway"
"Munich",1972,"Canoe / Kayak","Canoe / Kayak F","AMUNDSEN, Steinar","NOR","Men","K-4 1000m (kayak four)","M","Bronze","NOR","Norway"
"Munich",1972,"Canoe / Kayak","Canoe / Kayak F","BERGER, Tore","NOR","Men","K-4 1000m (kayak four)","M","Bronze","NOR","Norway"
"Munich",1972,"Canoe / Kayak","Canoe / Kayak F","JOHANSEN, Jan","NOR","Men","K-4 1000m (kayak four)","M","Bronze","NOR","Norway"
"Munich",1972,"Canoe / Kayak","Canoe / Kayak F","SÖBY, Egil Wike","NOR","Men","K-4 1000m (kayak four)","M","Bronze","NOR","Norway"
"Munich",1972,"Cycling","Cycling Track","KNUDSEN, Knut","NOR","Men","Individual Pursuit","M","Gold","NOR","Norway"
"Munich",1972,"Rowing","Rowing","HANSEN, Frank","NOR","Men","double sculls (2x)","M","Silver","NOR","Norway"
"Munich",1972,"Rowing","Rowing","THÖGERSEN, Svein Th.","NOR","Men","double sculls (2x)","M","Silver","NOR","Norway"
"Munich",1972,"Weightlifting","Weightlifting","JENSSEN, Leif Goran","NOR","Men","75 - 82.5kg, total (light-heavyweight)","M","Gold","NOR","Norway"
"Montreal",1976,"Rowing","Rowing","HANSEN, Alf John","NOR","Men","double sculls (2x)","M","Gold","NOR","Norway"
"Montreal",1976,"Rowing","Rowing","HANSEN, Frank","NOR","Men","double sculls (2x)","M","Gold","NOR","Norway"
"Montreal",1976,"Rowing","Rowing","ANDREASSEN, Rolf","NOR","Men","four without coxswain (4-)","M","Silver","NOR","Norway"
"Montreal",1976,"Rowing","Rowing","BERGODD, Arne","NOR","Men","four without coxswain (4-)","M","Silver","NOR","Norway"
"Montreal",1976,"Rowing","Rowing","NAFSTAD, Ole Sverre","NOR","Men","four without coxswain (4-)","M","Silver","NOR","Norway"
"Montreal",1976,"Rowing","Rowing","TVETER, Finn Ivar","NOR","Men","four without coxswain (4-)","M","Silver","NOR","Norway"
"Los Angeles",1984,"Athletics","Athletics","WAITZ-ANDERSEN, Grete","NOR","Women","marathon","W","Silver","NOR","Norway"
"Los Angeles",1984,"Cycling","Cycling Road","LAURITZEN, Dag Otto","NOR","Men","individual road race","M","Bronze","NOR","Norway"
"Los Angeles",1984,"Rowing","Rowing","GREPPERUD, Hans Magnus","NOR","Men","coxless pair (2-)","M","Bronze","NOR","Norway"
"Los Angeles",1984,"Rowing","Rowing","LOKEN, Sverre Bertrand","NOR","Men","coxless pair (2-)","M","Bronze","NOR","Norway"
"Seoul",1988,"Handball","Handball","ANDERSEN, Kjerstin","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","DIGRE, Berit","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","ELIASSON, Marthe","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","GOKSOR, Susann","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","HALTVIK, Trine","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","HEGH, Hanne","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","HOGNESS, Hanne","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","JOHNSEN, Vibeke","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","MIDTHUN, Kristin","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","PETTERSEN, Karin","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","SINGSTAD, Karin","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","SKOTVOLL, Annette","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","STEEN, Ingrid","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","SUNDAL, Heidi","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Handball","Handball","SVENDSEN, Cathrine","NOR","Women","handball","W","Silver","NOR","Norway"
"Seoul",1988,"Rowing","Rowing","BJÖNNESS, Lars","NOR","Men","quadruple sculls without coxswain (4x)","M","Silver","NOR","Norway"
"Seoul",1988,"Rowing","Rowing","HANSEN, Alf John","NOR","Men","quadruple sculls without coxswain (4x)","M","Silver","NOR","Norway"
"Seoul",1988,"Rowing","Rowing","THORSEN, Rolf Bernt","NOR","Men","quadruple sculls without coxswain (4x)","M","Silver","NOR","Norway"
"Seoul",1988,"Rowing","Rowing","VINJE, Vetle","NOR","Men","quadruple sculls without coxswain (4x)","M","Silver","NOR","Norway"
"Seoul",1988,"Sailing","Sailing","BJÖRKUM, Erik","NOR","Men","flying dutchman","X","Silver","NOR","Norway"
"Seoul",1988,"Sailing","Sailing","POLLEN, Ole Petter","NOR","Men","flying dutchman","X","Silver","NOR","Norway"
"Seoul",1988,"Shooting","Shooting","HEIESTAD, Tor","NOR","Men","50m running target (30+30 shots)","M","Gold","NOR","Norway"
"Seoul",1988,"Wrestling","Wrestling Gre-R","RÖNNINGEN, Jon","NOR","Men","48 - 52kg (flyweight)","M","Gold","NOR","Norway"
"Barcelona",1992,"Canoe / Kayak","Canoe / Kayak F","HOLMANN, Knut","NOR","Men","K-1 1000m (kayak single)","M","Silver","NOR","Norway"
"Barcelona",1992,"Canoe / Kayak","Canoe / Kayak F","HOLMANN, Knut","NOR","Men","K-1 500m (kayak single)","M","Bronze","NOR","Norway"
"Barcelona",1992,"Handball","Handball","DAHLE, Mona","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Handball","Handball","DUVHOLT, Kristine","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Handball","Handball","EFTEDAL, Siri","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Handball","Handball","FROSETH, Hege Kirsti","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Handball","Handball","GOKSOR, Susann","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Handball","Handball","HENRIKSEN, Henriette","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Handball","Handball","HOGNESS, Hanne","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Handball","Handball","PETTERSEN, Karin","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Handball","Handball","SAGSTUEN, Tonje","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Handball","Handball","SKOTVOLL, Annette","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Handball","Handball","STEEN, Ingrid","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Handball","Handball","SUNDAL, Heidi","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Handball","Handball","SVENDSEN, Cathrine","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Handball","Handball","TJUGUM, Heidi Maire","NOR","Women","handball","W","Silver","NOR","Norway"
"Barcelona",1992,"Rowing","Rowing","BJÖNNESS, Lars","NOR","Men","quadruple sculls without coxswain (4x)","M","Silver","NOR","Norway"
"Barcelona",1992,"Rowing","Rowing","SÄTERSDAL, Per Albert","NOR","Men","quadruple sculls without coxswain (4x)","M","Silver","NOR","Norway"
"Barcelona",1992,"Rowing","Rowing","THORSEN, Rolf Bernt","NOR","Men","quadruple sculls without coxswain (4x)","M","Silver","NOR","Norway"
"Barcelona",1992,"Rowing","Rowing","UNDSET, Kjetil","NOR","Men","quadruple sculls without coxswain (4x)","M","Silver","NOR","Norway"
"Barcelona",1992,"Sailing","Sailing","ANDERSEN, Linda","NOR","Women","single-handed dinghy (Europe)","W","Gold","NOR","Norway"
"Barcelona",1992,"Shooting","Shooting","STENVAAG, Harald","NOR","Men","50m rifle prone (60 shots)","M","Silver","NOR","Norway"
"Barcelona",1992,"Wrestling","Wrestling Gre-R","RÖNNINGEN, Jon","NOR","Men","48 - 52kg (flyweight)","M","Gold","NOR","Norway"
"Atlanta",1996,"Athletics","Athletics","RODAL, Vebjorn","NOR","Men","800m","M","Gold","NOR","Norway"
"Atlanta",1996,"Athletics","Athletics","HATTESTAD, Trine","NOR","Women","javelin throw","W","Bronze","NOR","Norway"
"Atlanta",1996,"Canoe / Kayak","Canoe / Kayak F","HOLMANN, Knut","NOR","Men","K-1 1000m (kayak single)","M","Gold","NOR","Norway"
"Atlanta",1996,"Canoe / Kayak","Canoe / Kayak F","HOLMANN, Knut","NOR","Men","K-1 500m (kayak single)","M","Silver","NOR","Norway"
"Atlanta",1996,"Football","Football","AARONES, Ann Kristin","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","CARLSEN, Agnete","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","ESPESETH, Gro","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","FRUSTOL, Tone Gunn","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","HAUGEN, Tone","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","MEDALEN, Linda","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","MYKLEBUST, Merete","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","NORDBY, Bente","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","NYMARK ANDERSEN, Anne","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","NYMARK ANDERSEN, Nina","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","PETTERSEN, Marianne","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","RIISE, Hege","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","SANDAUNE, Brit","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","SETH, Reidun","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","STOERE, Heidi","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","SVENSSON, Tina","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","TANGERAAS, Trine","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Football","Football","THUN, Kjersti","NOR","Women","football","W","Bronze","NOR","Norway"
"Atlanta",1996,"Rowing","Rowing","STOERSETH, Steffen","NOR","Men","double sculls (2x)","M","Silver","NOR","Norway"
"Atlanta",1996,"Rowing","Rowing","UNDSET, Kjetil","NOR","Men","double sculls (2x)","M","Silver","NOR","Norway"
"Atlanta",1996,"Sailing","Sailing","MOBERG, Peer","NOR","Men","single-handed dinghy open (Laser)","X","Bronze","NOR","Norway"
"Sydney",2000,"Athletics","Athletics","PLAETZER, Kjersti","NOR","Women","20km race walk","W","Silver","NOR","Norway"
"Sydney",2000,"Athletics","Athletics","HATTESTAD, Trine","NOR","Women","javelin throw","W","Gold","NOR","Norway"
"Sydney",2000,"Canoe / Kayak","Canoe / Kayak F","HOLMANN, Knut","NOR","Men","K-1 1000m (kayak single)","M","Gold","NOR","Norway"
"Sydney",2000,"Canoe / Kayak","Canoe / Kayak F","HOLMANN, Knut","NOR","Men","K-1 500m (kayak single)","M","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","BEKKEVOLD, Kristin","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","ESPESETH, Gro","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","GULBRANDSEN, Ragnhild","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","GULBRANDSEN, Solveig","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","HAUGENES, Margunn","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","HOVLAND, Ingeborg","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","JENSEN, Christine Boe","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","JOERGENSEN, Silje","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","KNUDSEN, Monica","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","KRINGEN, Goeril","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","KVITLAND, Bente","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","LEHN, Unni","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","MELLGREN, Dagny","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","NORDBY, Bente","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","PETTERSEN, Marianne","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","RAPP, Anita","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","RIISE, Hege","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Football","Football","SANDAUNE, Brit","NOR","Women","football","W","Gold","NOR","Norway"
"Sydney",2000,"Handball","Handball","BJERKRHEIM, Susann Goksoer","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","DUVHOLT, Kristine","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","ERIKSEN, Ann","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","GRINI, Kjersti","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","HALTVIK, Trine","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","HILMO, Elisabeth","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","HUNDVIN, Mia","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","LARSEN, Tonje","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","LEGANGER, Cecilie","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","NILSEN, Jeanette","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","ROKNE, Marianne","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","SAETTEM, Birgitte","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","SANDVE, Monica","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","SOERLIE, Else-Marthe","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Handball","Handball","TJUGUM, Heidi Maire","NOR","Women","handball","W","Bronze","NOR","Norway"
"Sydney",2000,"Rowing","Rowing","BEKKEN, Fredrik","NOR","Men","double sculls (2x)","M","Silver","NOR","Norway"
"Sydney",2000,"Rowing","Rowing","TUFTE, Olaf","NOR","Men","double sculls (2x)","M","Silver","NOR","Norway"
"Sydney",2000,"Sailing","Sailing","DAVIS, Paul","NOR","Men","fleet/match race keelboat open (Soling)","X","Bronze","NOR","Norway"
"Sydney",2000,"Sailing","Sailing","JOHANNESSEN, Herman Horn","NOR","Men","fleet/match race keelboat open (Soling)","X","Bronze","NOR","Norway"
"Sydney",2000,"Sailing","Sailing","STOKKELAND, Espen","NOR","Men","fleet/match race keelboat open (Soling)","X","Bronze","NOR","Norway"
"Sydney",2000,"Shooting","Shooting","STENVAAG, Harald","NOR","Men","50m rifle 3 positions (3x40 shots)","M","Bronze","NOR","Norway"
"Sydney",2000,"Taekwondo","Taekwondo","GUNDERSEN, Trude","NOR","Women","57 - 67 kg","W","Silver","NOR","Norway"
"Athens",2004,"Athletics","Athletics","THORKILDSEN, Andreas","NOR","Men","javelin throw","M","Gold","NOR","Norway"
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","LARSEN, Eirik Veraas","NOR","Men","K-1 1000m (kayak single)","M","Gold","NOR","Norway"
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","FJELDHEIM, Nils Olav","NOR","Men","K-2 1000m (kayak double)","M","Bronze","NOR","Norway"
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","LARSEN, Eirik Veraas","NOR","Men","K-2 1000m (kayak double)","M","Bronze","NOR","Norway"
"Athens",2004,"Cycling","Mountain Bike","DAHLE, Gunn-Rita","NOR","Women","cross-country","W","Gold","NOR","Norway"
"Athens",2004,"Rowing","Rowing","TUFTE, Olaf","NOR","Men","single sculls (1x)","M","Gold","NOR","Norway"
"Athens",2004,"Sailing","Sailing","SUNDBY, Siren","NOR","Women","single-handed dinghy (Europe)","W","Gold","NOR","Norway"
"Beijing",2008,"Aquatics","Swimming","OEN, Alexander Dale","NOR","Men","100m breaststroke","M","Silver","NOR","Norway"
"Beijing",2008,"Aquatics","Swimming","NORDENSTAM, Sara","NOR","Women","200m breaststroke","W","Bronze","NOR","Norway"
"Beijing",2008,"Athletics","Athletics","PLATZER, Kjersti Tysse","NOR","Women","20km race walk","W","Silver","NOR","Norway"
"Beijing",2008,"Athletics","Athletics","THORKILDSEN, Andreas","NOR","Men","javelin throw","M","Gold","NOR","Norway"
"Beijing",2008,"Canoe / Kayak","Canoe / Kayak F","LARSEN, Eirik Veraas","NOR","Men","K-1 1000m (kayak single)","M","Silver","NOR","Norway"
"Beijing",2008,"Handball","Handball","AAMODT, Ragnhild","NOR","Women","handball","W","Gold","NOR","Norway"
"Beijing",2008,"Handball","Handball","BREIVANG, Karoline Dyhre","NOR","Women","handball","W","Gold","NOR","Norway"
"Beijing",2008,"Handball","Handball","FRAFJORD, Marit Malm","NOR","Women","handball","W","Gold","NOR","Norway"
"Beijing",2008,"Handball","Handball","GRIMSBOE, Kari Aalvik","NOR","Women","handball","W","Gold","NOR","Norway"
"Beijing",2008,"Handball","Handball","HAMMERSENG, Gro","NOR","Women","handball","W","Gold","NOR","Norway"
"Beijing",2008,"Handball","Handball","HARALDSEN, Katrine Lunde","NOR","Women","handball","W","Gold","NOR","Norway"
"Beijing",2008,"Handball","Handball","JOHANSEN, Kari Mette","NOR","Women","handball","W","Gold","NOR","Norway"
"Beijing",2008,"Handball","Handball","LARSEN, Tonje","NOR","Women","handball","W","Gold","NOR","Norway"
"Beijing",2008,"Handball","Handball","LUNDE, Kristine","NOR","Women","handball","W","Gold","NOR","Norway"
"Beijing",2008,"Handball","Handball","LYBEKK, Else Marthe Soerlie","NOR","Women","handball","W","Gold","NOR","Norway"
"Beijing",2008,"Handball","Handball","NOESTVOLD, Tonje","NOR","Women","handball","W","Gold","NOR","Norway"
